unit,sex,age,region,year,value
YR,F,Y1,AL,2020,79.4
YR,F,Y1,AT,2020,82.9
YR,F,Y1,BE,2020,82.3
YR,F,Y1,BG,2020,76.9
YR,F,Y1,CH,2020,84.4
YR,F,Y1,CY,2020,83.5
YR,F,Y1,CZ,2020,80.5
YR,F,Y1,DE,2020,82.8
YR,F,Y1,DE_TOT,2020,82.8
YR,F,Y1,DK,2020,82.8
YR,F,Y1,EA18,2020,83.4
YR,F,Y1,EA19,2020,83.4
YR,F,Y1,EE,2020,82.1
YR,F,Y1,EFTA,2020,84.2
YR,F,Y1,EL,2020,83.1
YR,F,Y1,ES,2020,84.3
YR,F,Y1,EU27_2020,2020,82.4
YR,F,Y1,FI,2020,83.9
YR,F,Y1,FR,2020,84.6
YR,F,Y1,HR,2020,80.2
YR,F,Y1,HU,2020,78.2
YR,F,Y1,IE,2020,83.7
YR,F,Y1,IS,2020,83.7
YR,F,Y1,IT,2020,83.7
YR,F,Y1,LI,2020,82.9
YR,F,Y1,LT,2020,79.3
YR,F,Y1,LU,2020,83.9
YR,F,Y1,LV,2020,79.3
YR,F,Y1,ME,2020,78.0
YR,F,Y1,MK,2020,76.1
YR,F,Y1,MT,2020,83.8
YR,F,Y1,NL,2020,82.4
YR,F,Y1,NO,2020,84.0
YR,F,Y1,PL,2020,80.0
YR,F,Y1,PT,2020,83.3
YR,F,Y1,RO,2020,77.7
YR,F,Y1,RS,2020,76.8
YR,F,Y1,SE,2020,83.4
YR,F,Y1,SI,2020,82.5
YR,F,Y1,SK,2020,79.8
YR,F,Y1,AL,2019,80.4
YR,F,Y1,AM,2019,79.1
YR,F,Y1,AT,2019,83.5
YR,F,Y1,AZ,2019,78.6
YR,F,Y1,BE,2019,83.6
YR,F,Y1,BG,2019,78.2
YR,F,Y1,CH,2019,85.1
YR,F,Y1,CY,2019,83.6
YR,F,Y1,CZ,2019,81.4
YR,F,Y1,DE,2019,82.9
YR,F,Y1,DE_TOT,2019,82.9
YR,F,Y1,DK,2019,82.7
YR,F,Y1,EA18,2019,84.2
YR,F,Y1,EA19,2019,84.1
YR,F,Y1,EE,2019,82.1
YR,F,Y1,EFTA,2019,84.6
YR,F,Y1,EL,2019,83.5
YR,F,Y1,ES,2019,85.9
YR,F,Y1,EU27_2020,2019,83.3
YR,F,Y1,FI,2019,83.9
YR,F,Y1,FR,2019,85.2
YR,F,Y1,GE,2019,77.9
YR,F,Y1,HR,2019,80.9
YR,F,Y1,HU,2019,79.0
YR,F,Y1,IE,2019,83.9
YR,F,Y1,IS,2019,83.7
YR,F,Y1,IT,2019,84.9
YR,F,Y1,LI,2019,84.8
YR,F,Y1,LT,2019,80.4
YR,F,Y1,LU,2019,84.4
YR,F,Y1,LV,2019,79.4
YR,F,Y1,ME,2019,78.6
YR,F,Y1,MK,2019,78.0
YR,F,Y1,MT,2019,84.3
YR,F,Y1,NL,2019,83.0
YR,F,Y1,NO,2019,83.8
YR,F,Y1,PL,2019,81.2
YR,F,Y1,PT,2019,84.0
YR,F,Y1,RO,2019,78.9
YR,F,Y1,RS,2019,78.0
YR,F,Y1,SE,2019,84.0
YR,F,Y1,SI,2019,83.7
YR,F,Y1,SK,2019,80.6
YR,F,Y1,TR,2019,81.5
YR,F,Y1,UA,2019,77.7
YR,F,Y1,AL,2018,80.2
YR,F,Y1,AM,2018,79.2
YR,F,Y1,AT,2018,83.3
YR,F,Y1,AZ,2018,78.1
YR,F,Y1,BE,2018,83.2
YR,F,Y1,BG,2018,78.0
YR,F,Y1,BY,2018,78.7
YR,F,Y1,CH,2018,85.0
YR,F,Y1,CY,2018,83.9
YR,F,Y1,CZ,2018,81.2
YR,F,Y1,DE,2018,82.5
YR,F,Y1,DE_TOT,2018,82.5
YR,F,Y1,DK,2018,82.2
YR,F,Y1,EA18,2018,83.9
YR,F,Y1,EA19,2018,83.8
YR,F,Y1,EE,2018,81.8
YR,F,Y1,EEA30_2007,2018,82.9
YR,F,Y1,EEA31,2018,82.9
YR,F,Y1,EFTA,2018,84.5
YR,F,Y1,EL,2018,83.7
YR,F,Y1,ES,2018,85.5
YR,F,Y1,EU27_2007,2018,82.9
YR,F,Y1,EU27_2020,2018,83.0
YR,F,Y1,EU28,2018,82.9
YR,F,Y1,FI,2018,83.7
YR,F,Y1,FR,2018,85.1
YR,F,Y1,GE,2018,77.8
YR,F,Y1,HR,2018,80.7
YR,F,Y1,HU,2018,78.8
YR,F,Y1,IE,2018,83.3
YR,F,Y1,IS,2018,83.6
YR,F,Y1,IT,2018,84.8
YR,F,Y1,LI,2018,84.5
YR,F,Y1,LT,2018,80.0
YR,F,Y1,LU,2018,84.0
YR,F,Y1,LV,2018,79.0
YR,F,Y1,ME,2018,78.4
YR,F,Y1,MK,2018,78.2
YR,F,Y1,MT,2018,83.9
YR,F,Y1,NL,2018,82.7
YR,F,Y1,NO,2018,83.7
YR,F,Y1,PL,2018,80.9
YR,F,Y1,PT,2018,83.7
YR,F,Y1,RO,2018,78.6
YR,F,Y1,RS,2018,77.8
YR,F,Y1,SE,2018,83.4
YR,F,Y1,SI,2018,83.4
YR,F,Y1,SK,2018,80.1
YR,F,Y1,TR,2018,81.4
YR,F,Y1,UA,2018,77.5
YR,F,Y1,UK,2018,82.3
YR,F,Y1,AL,2017,79.7
YR,F,Y1,AM,2017,78.5
YR,F,Y1,AT,2017,83.2
YR,F,Y1,AZ,2017,77.7
YR,F,Y1,BE,2017,83.2
YR,F,Y1,BG,2017,77.9
YR,F,Y1,BY,2017,78.6
YR,F,Y1,CH,2017,84.9
YR,F,Y1,CY,2017,83.3
YR,F,Y1,CZ,2017,81.2
YR,F,Y1,DE,2017,82.6
YR,F,Y1,DE_TOT,2017,82.6
YR,F,Y1,DK,2017,82.4
YR,F,Y1,EA18,2017,83.8
YR,F,Y1,EA19,2017,83.7
YR,F,Y1,EE,2017,81.8
YR,F,Y1,EEA30_2007,2017,82.9
YR,F,Y1,EEA31,2017,82.8
YR,F,Y1,EFTA,2017,84.4
YR,F,Y1,EL,2017,83.2
YR,F,Y1,ES,2017,85.3
YR,F,Y1,EU27_2007,2017,82.9
YR,F,Y1,EU27_2020,2017,82.9
YR,F,Y1,EU28,2017,82.8
YR,F,Y1,FI,2017,83.6
YR,F,Y1,FR,2017,85.0
YR,F,Y1,GE,2017,77.5
YR,F,Y1,HR,2017,80.2
YR,F,Y1,HU,2017,78.6
YR,F,Y1,IE,2017,83.2
YR,F,Y1,IS,2017,83.5
YR,F,Y1,IT,2017,84.4
YR,F,Y1,LI,2017,85.0
YR,F,Y1,LT,2017,79.7
YR,F,Y1,LU,2017,83.5
YR,F,Y1,LV,2017,78.9
YR,F,Y1,ME,2017,78.3
YR,F,Y1,MK,2017,77.7
YR,F,Y1,MT,2017,84.0
YR,F,Y1,NL,2017,82.7
YR,F,Y1,NO,2017,83.5
YR,F,Y1,PL,2017,81.1
YR,F,Y1,PT,2017,83.8
YR,F,Y1,RO,2017,78.5
YR,F,Y1,RS,2017,77.4
YR,F,Y1,SE,2017,83.3
YR,F,Y1,SI,2017,83.2
YR,F,Y1,SK,2017,80.0
YR,F,Y1,TR,2017,81.0
YR,F,Y1,UA,2017,77.5
YR,F,Y1,UK,2017,82.4
YR,F,Y1,AL,2016,79.8
YR,F,Y1,AM,2016,78.0
YR,F,Y1,AT,2016,83.4
YR,F,Y1,BE,2016,83.2
YR,F,Y1,BG,2016,78.0
YR,F,Y1,BY,2016,78.4
YR,F,Y1,CH,2016,84.9
YR,F,Y1,CY,2016,84.1
YR,F,Y1,CZ,2016,81.3
YR,F,Y1,DE,2016,82.7
YR,F,Y1,DE_TOT,2016,82.7
YR,F,Y1,DK,2016,82.0
YR,F,Y1,EA18,2016,83.9
YR,F,Y1,EA19,2016,83.9
YR,F,Y1,EE,2016,81.4
YR,F,Y1,EEA30_2007,2016,83.0
YR,F,Y1,EEA31,2016,82.9
YR,F,Y1,EFTA,2016,84.3
YR,F,Y1,EL,2016,83.3
YR,F,Y1,ES,2016,85.5
YR,F,Y1,EU27_2007,2016,82.9
YR,F,Y1,EU27_2020,2016,83.0
YR,F,Y1,EU28,2016,82.9
YR,F,Y1,FI,2016,83.5
YR,F,Y1,FR,2016,85.1
YR,F,Y1,GE,2016,76.8
YR,F,Y1,HR,2016,80.7
YR,F,Y1,HU,2016,79.0
YR,F,Y1,IE,2016,82.8
YR,F,Y1,IS,2016,83.2
YR,F,Y1,IT,2016,84.8
YR,F,Y1,LI,2016,83.5
YR,F,Y1,LT,2016,79.5
YR,F,Y1,LU,2016,84.6
YR,F,Y1,LV,2016,78.9
YR,F,Y1,ME,2016,78.2
YR,F,Y1,MK,2016,77.5
YR,F,Y1,MT,2016,83.9
YR,F,Y1,NL,2016,82.5
YR,F,Y1,NO,2016,83.3
YR,F,Y1,PL,2016,81.3
YR,F,Y1,PT,2016,83.6
YR,F,Y1,RO,2016,78.5
YR,F,Y1,RS,2016,77.6
YR,F,Y1,SE,2016,83.3
YR,F,Y1,SI,2016,83.4
YR,F,Y1,SK,2016,80.1
YR,F,Y1,TR,2016,80.7
YR,F,Y1,UA,2016,77.1
YR,F,Y1,UK,2016,82.3
YR,F,Y1,XK,2016,81.1
YR,F,Y1,AL,2015,79.2
YR,F,Y1,AM,2015,77.9
YR,F,Y1,AT,2015,83.0
YR,F,Y1,AZ,2015,77.5
YR,F,Y1,BE,2015,82.6
YR,F,Y1,BG,2015,77.6
YR,F,Y1,BY,2015,78.2
YR,F,Y1,CH,2015,84.4
YR,F,Y1,CY,2015,82.9
YR,F,Y1,CZ,2015,80.8
YR,F,Y1,DE,2015,82.4
YR,F,Y1,DE_TOT,2015,82.4
YR,F,Y1,DK,2015,82.0
YR,F,Y1,EA18,2015,83.5
YR,F,Y1,EA19,2015,83.5
YR,F,Y1,EE,2015,81.4
YR,F,Y1,EEA30_2007,2015,82.6
YR,F,Y1,EEA31,2015,82.5
YR,F,Y1,EFTA,2015,84.0
YR,F,Y1,EL,2015,83.1
YR,F,Y1,ES,2015,85.0
YR,F,Y1,EU27_2007,2015,82.6
YR,F,Y1,EU27_2020,2015,82.6
YR,F,Y1,EU28,2015,82.5
YR,F,Y1,FI,2015,83.6
YR,F,Y1,FR,2015,84.9
YR,F,Y1,GE,2015,77.0
YR,F,Y1,HR,2015,79.8
YR,F,Y1,HU,2015,78.3
YR,F,Y1,IE,2015,82.6
YR,F,Y1,IS,2015,83.0
YR,F,Y1,IT,2015,84.1
YR,F,Y1,LI,2015,83.5
YR,F,Y1,LT,2015,79.0
YR,F,Y1,LU,2015,83.8
YR,F,Y1,LV,2015,78.7
YR,F,Y1,ME,2015,77.8
YR,F,Y1,MK,2015,77.0
YR,F,Y1,MT,2015,83.5
YR,F,Y1,NL,2015,82.5
YR,F,Y1,NO,2015,83.4
YR,F,Y1,PL,2015,80.9
YR,F,Y1,PT,2015,83.5
YR,F,Y1,RO,2015,78.2
YR,F,Y1,RS,2015,77.3
YR,F,Y1,SE,2015,83.3
YR,F,Y1,SI,2015,83.0
YR,F,Y1,SK,2015,79.6
YR,F,Y1,TR,2015,80.8
YR,F,Y1,UA,2015,76.8
YR,F,Y1,UK,2015,82.1
YR,F,Y1,AL,2014,79.8
YR,F,Y1,AT,2014,83.3
YR,F,Y1,AZ,2014,77.0
YR,F,Y1,BE,2014,83.1
YR,F,Y1,BG,2014,77.6
YR,F,Y1,BY,2014,77.8
YR,F,Y1,CH,2014,84.7
YR,F,Y1,CY,2014,83.4
YR,F,Y1,CZ,2014,81.1
YR,F,Y1,DE,2014,82.8
YR,F,Y1,DE_TOT,2014,82.8
YR,F,Y1,DK,2014,82.1
YR,F,Y1,EA18,2014,84.0
YR,F,Y1,EA19,2014,83.9
YR,F,Y1,EE,2014,81.1
YR,F,Y1,EEA30_2007,2014,83.0
YR,F,Y1,EEA31,2014,82.9
YR,F,Y1,EFTA,2014,84.2
YR,F,Y1,EL,2014,83.4
YR,F,Y1,ES,2014,85.4
YR,F,Y1,EU27_2007,2014,82.9
YR,F,Y1,EU27_2020,2014,83.0
YR,F,Y1,EU28,2014,82.9
YR,F,Y1,FI,2014,83.3
YR,F,Y1,FR,2014,85.4
YR,F,Y1,GE,2014,78.0
YR,F,Y1,HR,2014,80.4
YR,F,Y1,HU,2014,78.7
YR,F,Y1,IE,2014,82.7
YR,F,Y1,IS,2014,83.8
YR,F,Y1,IT,2014,84.8
YR,F,Y1,LI,2014,82.7
YR,F,Y1,LT,2014,79.4
YR,F,Y1,LU,2014,84.4
YR,F,Y1,LV,2014,78.7
YR,F,Y1,ME,2014,78.2
YR,F,Y1,MK,2014,77.2
YR,F,Y1,MT,2014,83.7
YR,F,Y1,NL,2014,82.8
YR,F,Y1,NO,2014,83.4
YR,F,Y1,PL,2014,81.1
YR,F,Y1,PT,2014,83.6
YR,F,Y1,RO,2014,78.3
YR,F,Y1,RS,2014,77.3
YR,F,Y1,SE,2014,83.3
YR,F,Y1,SI,2014,83.3
YR,F,Y1,SK,2014,80.0
YR,F,Y1,TR,2014,80.8
YR,F,Y1,UA,2014,76.3
YR,F,Y1,UK,2014,82.5
YR,F,Y1,AL,2013,79.6
YR,F,Y1,AT,2013,83.0
YR,F,Y1,AZ,2013,76.9
YR,F,Y1,BE,2013,82.5
YR,F,Y1,BG,2013,78.1
YR,F,Y1,BY,2013,77.3
YR,F,Y1,CH,2013,84.3
YR,F,Y1,CY,2013,84.0
YR,F,Y1,CZ,2013,80.5
YR,F,Y1,DE,2013,82.3
YR,F,Y1,DE_TOT,2013,82.3
YR,F,Y1,DK,2013,81.7
YR,F,Y1,EA18,2013,83.6
YR,F,Y1,EA19,2013,83.5
YR,F,Y1,EE,2013,80.8
YR,F,Y1,EEA30_2007,2013,82.6
YR,F,Y1,EEA31,2013,82.6
YR,F,Y1,EFTA,2013,83.8
YR,F,Y1,EL,2013,83.3
YR,F,Y1,ES,2013,85.3
YR,F,Y1,EU27_2007,2013,82.6
YR,F,Y1,EU27_2020,2013,82.6
YR,F,Y1,EU28,2013,82.6
YR,F,Y1,FI,2013,83.2
YR,F,Y1,FR,2013,84.9
YR,F,Y1,HR,2013,80.3
YR,F,Y1,HU,2013,78.5
YR,F,Y1,IE,2013,82.3
YR,F,Y1,IS,2013,82.9
YR,F,Y1,IT,2013,84.4
YR,F,Y1,LI,2013,83.9
YR,F,Y1,LT,2013,78.8
YR,F,Y1,LU,2013,83.2
YR,F,Y1,LV,2013,78.3
YR,F,Y1,ME,2013,78.2
YR,F,Y1,MK,2013,77.3
YR,F,Y1,MT,2013,83.6
YR,F,Y1,NL,2013,82.5
YR,F,Y1,NO,2013,83.0
YR,F,Y1,PL,2013,80.5
YR,F,Y1,PT,2013,83.2
YR,F,Y1,RO,2013,78.4
YR,F,Y1,RS,2013,77.3
YR,F,Y1,SE,2013,83.0
YR,F,Y1,SI,2013,82.9
YR,F,Y1,SK,2013,79.6
YR,F,Y1,TR,2013,80.9
YR,F,Y1,UK,2013,82.2
YR,F,Y1,AT,2012,82.8
YR,F,Y1,AZ,2012,76.5
YR,F,Y1,BE,2012,82.4
YR,F,Y1,BG,2012,77.4
YR,F,Y1,BY,2012,77.1
YR,F,Y1,CH,2012,84.2
YR,F,Y1,CY,2012,82.6
YR,F,Y1,CZ,2012,80.4
YR,F,Y1,DE,2012,82.4
YR,F,Y1,DE_TOT,2012,82.4
YR,F,Y1,DK,2012,81.4
YR,F,Y1,EA18,2012,83.3
YR,F,Y1,EA19,2012,83.3
YR,F,Y1,EE,2012,80.9
YR,F,Y1,EEA30_2007,2012,82.4
YR,F,Y1,EEA31,2012,82.3
YR,F,Y1,EFTA,2012,83.6
YR,F,Y1,EL,2012,82.6
YR,F,Y1,ES,2012,84.7
YR,F,Y1,EU27_2007,2012,82.4
YR,F,Y1,EU27_2020,2012,82.4
YR,F,Y1,EU28,2012,82.3
YR,F,Y1,FI,2012,82.9
YR,F,Y1,FR,2012,84.7
YR,F,Y1,FX,2012,84.7
YR,F,Y1,HR,2012,79.9
YR,F,Y1,HU,2012,78.1
YR,F,Y1,IE,2012,82.3
YR,F,Y1,IS,2012,83.4
YR,F,Y1,IT,2012,84.0
YR,F,Y1,LI,2012,84.7
YR,F,Y1,LT,2012,78.9
YR,F,Y1,LU,2012,83.0
YR,F,Y1,LV,2012,78.3
YR,F,Y1,MD,2012,74.7
YR,F,Y1,ME,2012,77.6
YR,F,Y1,MK,2012,76.7
YR,F,Y1,MT,2012,82.5
YR,F,Y1,NL,2012,82.3
YR,F,Y1,NO,2012,82.6
YR,F,Y1,PL,2012,80.4
YR,F,Y1,PT,2012,82.9
YR,F,Y1,RO,2012,77.8
YR,F,Y1,RS,2012,77.0
YR,F,Y1,SE,2012,82.8
YR,F,Y1,SI,2012,82.5
YR,F,Y1,SK,2012,79.3
YR,F,Y1,SM,2012,85.8
YR,F,Y1,TR,2012,80.4
YR,F,Y1,UA,2012,75.7
YR,F,Y1,UK,2012,82.1
YR,F,Y1,AT,2011,83.1
YR,F,Y1,BE,2011,82.5
YR,F,Y1,BG,2011,77.4
YR,F,Y1,BY,2011,76.2
YR,F,Y1,CH,2011,84.3
YR,F,Y1,CY,2011,82.3
YR,F,Y1,CZ,2011,80.3
YR,F,Y1,DE,2011,82.3
YR,F,Y1,DE_TOT,2011,82.3
YR,F,Y1,DK,2011,81.2
YR,F,Y1,EA18,2011,83.4
YR,F,Y1,EA19,2011,83.4
YR,F,Y1,EE,2011,80.5
YR,F,Y1,EEA30_2007,2011,82.4
YR,F,Y1,EEA31,2011,82.4
YR,F,Y1,EFTA,2011,83.7
YR,F,Y1,EL,2011,82.8
YR,F,Y1,ES,2011,84.8
YR,F,Y1,EU27_2007,2011,82.4
YR,F,Y1,EU27_2020,2011,82.4
YR,F,Y1,EU28,2011,82.4
YR,F,Y1,FI,2011,83.0
YR,F,Y1,FR,2011,85.0
YR,F,Y1,FX,2011,85.0
YR,F,Y1,GE,2011,78.4
YR,F,Y1,HR,2011,79.7
YR,F,Y1,HU,2011,78.1
YR,F,Y1,IE,2011,82.3
YR,F,Y1,IS,2011,83.2
YR,F,Y1,IT,2011,84.1
YR,F,Y1,LI,2011,83.7
YR,F,Y1,LT,2011,78.6
YR,F,Y1,LU,2011,82.8
YR,F,Y1,LV,2011,78.2
YR,F,Y1,MD,2011,74.6
YR,F,Y1,ME,2011,78.0
YR,F,Y1,MK,2011,76.8
YR,F,Y1,MT,2011,82.6
YR,F,Y1,NL,2011,82.4
YR,F,Y1,NO,2011,82.7
YR,F,Y1,PL,2011,80.4
YR,F,Y1,PT,2011,83.1
YR,F,Y1,RO,2011,77.8
YR,F,Y1,RS,2011,76.7
YR,F,Y1,SE,2011,83.0
YR,F,Y1,SI,2011,82.5
YR,F,Y1,SK,2011,79.2
YR,F,Y1,TR,2011,79.7
YR,F,Y1,UA,2011,75.6
YR,F,Y1,UK,2011,82.3
YR,F,Y1,AT,2010,82.8
YR,F,Y1,AZ,2010,75.8
YR,F,Y1,BE,2010,82.2
YR,F,Y1,BG,2010,77.0
YR,F,Y1,CH,2010,84.2
YR,F,Y1,CY,2010,83.1
YR,F,Y1,CZ,2010,80.1
YR,F,Y1,DE,2010,82.2
YR,F,Y1,DE_TOT,2010,82.2
YR,F,Y1,DK,2010,80.7
YR,F,Y1,EA18,2010,83.2
YR,F,Y1,EA19,2010,83.2
YR,F,Y1,EE,2010,80.0
YR,F,Y1,EEA30_2007,2010,82.2
YR,F,Y1,EEA31,2010,82.1
YR,F,Y1,EFTA,2010,83.6
YR,F,Y1,EL,2010,82.6
YR,F,Y1,ES,2010,84.7
YR,F,Y1,EU27_2007,2010,82.2
YR,F,Y1,EU27_2020,2010,82.2
YR,F,Y1,EU28,2010,82.1
YR,F,Y1,FI,2010,82.7
YR,F,Y1,FR,2010,84.5
YR,F,Y1,FX,2010,84.6
YR,F,Y1,GE,2010,78.6
YR,F,Y1,HR,2010,79.2
YR,F,Y1,HU,2010,78.0
YR,F,Y1,IE,2010,82.3
YR,F,Y1,IS,2010,83.3
YR,F,Y1,IT,2010,84.0
YR,F,Y1,LI,2010,83.3
YR,F,Y1,LT,2010,78.3
YR,F,Y1,LU,2010,82.8
YR,F,Y1,LV,2010,77.4
YR,F,Y1,MD,2010,73.2
YR,F,Y1,ME,2010,78.0
YR,F,Y1,MK,2010,76.7
YR,F,Y1,MT,2010,83.0
YR,F,Y1,NL,2010,82.3
YR,F,Y1,NO,2010,82.5
YR,F,Y1,PL,2010,80.1
YR,F,Y1,PT,2010,82.4
YR,F,Y1,RO,2010,77.4
YR,F,Y1,RS,2010,76.4
YR,F,Y1,RU,2010,74.4
YR,F,Y1,SE,2010,82.8
YR,F,Y1,SI,2010,82.3
YR,F,Y1,SK,2010,78.7
YR,F,Y1,TR,2010,79.4
YR,F,Y1,UA,2010,74.9
YR,F,Y1,UK,2010,81.9
YR,F,Y1,AM,2009,76.5
YR,F,Y1,AT,2009,82.5
YR,F,Y1,AZ,2009,76.1
YR,F,Y1,BE,2009,82.1
YR,F,Y1,BG,2009,77.1
YR,F,Y1,CH,2009,83.9
YR,F,Y1,CY,2009,82.6
YR,F,Y1,CZ,2009,79.7
YR,F,Y1,DE,2009,82.1
YR,F,Y1,DE_TOT,2009,82.1
YR,F,Y1,DK,2009,80.3
YR,F,Y1,EA18,2009,82.9
YR,F,Y1,EA19,2009,82.9
YR,F,Y1,EE,2009,79.5
YR,F,Y1,EEA30_2007,2009,81.9
YR,F,Y1,EEA31,2009,81.9
YR,F,Y1,EFTA,2009,83.4
YR,F,Y1,EL,2009,82.5
YR,F,Y1,ES,2009,84.3
YR,F,Y1,EU27_2007,2009,81.9
YR,F,Y1,EU27_2020,2009,81.9
YR,F,Y1,EU28,2009,81.9
YR,F,Y1,FI,2009,82.7
YR,F,Y1,FR,2009,84.3
YR,F,Y1,FX,2009,84.3
YR,F,Y1,GE,2009,77.6
YR,F,Y1,HR,2009,79.1
YR,F,Y1,HU,2009,77.8
YR,F,Y1,IE,2009,81.9
YR,F,Y1,IS,2009,83.0
YR,F,Y1,IT,2009,83.6
YR,F,Y1,LI,2009,83.1
YR,F,Y1,LT,2009,78.1
YR,F,Y1,LU,2009,82.6
YR,F,Y1,LV,2009,77.3
YR,F,Y1,MD,2009,73.3
YR,F,Y1,ME,2009,76.9
YR,F,Y1,MK,2009,76.5
YR,F,Y1,MT,2009,82.2
YR,F,Y1,NL,2009,82.2
YR,F,Y1,NO,2009,82.5
YR,F,Y1,PL,2009,79.5
YR,F,Y1,PT,2009,82.1
YR,F,Y1,RO,2009,77.5
YR,F,Y1,RS,2009,76.2
YR,F,Y1,RU,2009,74.3
YR,F,Y1,SE,2009,82.7
YR,F,Y1,SI,2009,81.9
YR,F,Y1,SK,2009,78.5
YR,F,Y1,TR,2009,78.9
YR,F,Y1,UK,2009,81.8
YR,F,Y1,AM,2008,76.4
YR,F,Y1,AT,2008,82.5
YR,F,Y1,AZ,2008,76.1
YR,F,Y1,BE,2008,81.8
YR,F,Y1,BG,2008,76.7
YR,F,Y1,CH,2008,83.9
YR,F,Y1,CY,2008,82.0
YR,F,Y1,CZ,2008,79.7
YR,F,Y1,DE,2008,81.9
YR,F,Y1,DE_TOT,2008,81.9
YR,F,Y1,DK,2008,80.3
YR,F,Y1,EA18,2008,82.7
YR,F,Y1,EA19,2008,82.7
YR,F,Y1,EE,2008,78.9
YR,F,Y1,EEA30_2007,2008,81.7
YR,F,Y1,EEA31,2008,81.7
YR,F,Y1,EFTA,2008,83.3
YR,F,Y1,EL,2008,82.3
YR,F,Y1,ES,2008,83.9
YR,F,Y1,EU27_2007,2008,81.7
YR,F,Y1,EU27_2020,2008,81.7
YR,F,Y1,EU28,2008,81.7
YR,F,Y1,FI,2008,82.5
YR,F,Y1,FR,2008,84.1
YR,F,Y1,FX,2008,84.1
YR,F,Y1,GE,2008,79.2
YR,F,Y1,HR,2008,78.9
YR,F,Y1,HU,2008,77.6
YR,F,Y1,IE,2008,81.7
YR,F,Y1,IS,2008,82.4
YR,F,Y1,IT,2008,83.5
YR,F,Y1,LI,2008,84.5
YR,F,Y1,LT,2008,77.1
YR,F,Y1,LU,2008,82.2
YR,F,Y1,LV,2008,76.9
YR,F,Y1,MD,2008,73.1
YR,F,Y1,ME,2008,77.2
YR,F,Y1,MK,2008,76.2
YR,F,Y1,MT,2008,81.9
YR,F,Y1,NL,2008,81.8
YR,F,Y1,NO,2008,82.4
YR,F,Y1,PL,2008,79.4
YR,F,Y1,PT,2008,81.9
YR,F,Y1,RO,2008,77.3
YR,F,Y1,RS,2008,76.1
YR,F,Y1,RU,2008,73.8
YR,F,Y1,SE,2008,82.5
YR,F,Y1,SI,2008,81.8
YR,F,Y1,SK,2008,78.4
YR,F,Y1,UA,2008,73.6
YR,F,Y1,UK,2008,81.2
YR,F,Y1,AM,2007,76.5
YR,F,Y1,AT,2007,82.3
YR,F,Y1,AZ,2007,75.4
YR,F,Y1,BE,2007,81.9
YR,F,Y1,BG,2007,76.3
YR,F,Y1,CH,2007,83.7
YR,F,Y1,CY,2007,81.4
YR,F,Y1,CZ,2007,79.4
YR,F,Y1,DE,2007,82.0
YR,F,Y1,DE_TOT,2007,82.0
YR,F,Y1,DK,2007,79.9
YR,F,Y1,EA18,2007,82.7
YR,F,Y1,EA19,2007,82.6
YR,F,Y1,EE,2007,78.3
YR,F,Y1,EEA30_2007,2007,81.5
YR,F,Y1,EEA31,2007,81.5
YR,F,Y1,EFTA,2007,83.1
YR,F,Y1,EL,2007,81.8
YR,F,Y1,ES,2007,83.7
YR,F,Y1,EU27_2007,2007,81.5
YR,F,Y1,EU27_2020,2007,81.6
YR,F,Y1,EU28,2007,81.5
YR,F,Y1,FI,2007,82.3
YR,F,Y1,FR,2007,84.1
YR,F,Y1,FX,2007,84.1
YR,F,Y1,GE,2007,79.3
YR,F,Y1,HR,2007,78.7
YR,F,Y1,HU,2007,77.2
YR,F,Y1,IE,2007,81.3
YR,F,Y1,IS,2007,82.5
YR,F,Y1,IT,2007,83.4
YR,F,Y1,LI,2007,82.6
YR,F,Y1,LT,2007,76.7
YR,F,Y1,LU,2007,81.3
YR,F,Y1,LV,2007,75.9
YR,F,Y1,MD,2007,72.5
YR,F,Y1,ME,2007,76.4
YR,F,Y1,MK,2007,75.6
YR,F,Y1,MT,2007,81.9
YR,F,Y1,NL,2007,81.8
YR,F,Y1,NO,2007,82.1
YR,F,Y1,PL,2007,79.2
YR,F,Y1,PT,2007,81.7
YR,F,Y1,RO,2007,76.7
YR,F,Y1,RS,2007,75.9
YR,F,Y1,RU,2007,73.5
YR,F,Y1,SE,2007,82.3
YR,F,Y1,SI,2007,81.3
YR,F,Y1,SK,2007,77.9
YR,F,Y1,UA,2007,73.4
YR,F,Y1,UK,2007,81.2
YR,F,Y1,AM,2006,75.9
YR,F,Y1,AT,2006,82.0
YR,F,Y1,AZ,2006,75.1
YR,F,Y1,BE,2006,81.6
YR,F,Y1,BG,2006,76.1
YR,F,Y1,CH,2006,83.6
YR,F,Y1,CY,2006,81.3
YR,F,Y1,CZ,2006,79.1
YR,F,Y1,DE,2006,81.7
YR,F,Y1,DE_TOT,2006,81.7
YR,F,Y1,DK,2006,80.0
YR,F,Y1,EA18,2006,82.5
YR,F,Y1,EA19,2006,82.4
YR,F,Y1,EE,2006,77.9
YR,F,Y1,EEA30_2007,2006,81.4
YR,F,Y1,EEA31,2006,81.3
YR,F,Y1,EFTA,2006,83.0
YR,F,Y1,EL,2006,82.0
YR,F,Y1,ES,2006,83.7
YR,F,Y1,EU27_2007,2006,81.4
YR,F,Y1,EU27_2020,2006,81.4
YR,F,Y1,EU28,2006,81.3
YR,F,Y1,FI,2006,82.3
YR,F,Y1,FR,2006,83.7
YR,F,Y1,FX,2006,83.8
